Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)
2017 191 26040  -1836969.430   6065616.917   -716257.922     -0.448   2.268   0.300   2.568  14.013
2017 191 26070  -1836969.430   6065616.917   -716257.922     -0.251   2.268   0.300   2.568  14.014
2017 191 26100  -1836969.430   6065616.917   -716257.922     -0.412   2.268   0.300   2.568  14.013
2017 191 26130  -1836969.430   6065616.917   -716257.922     -0.731   2.268   0.300   2.568  14.012
2017 191 26160  -1836969.430   6065616.917   -716257.922      0.012   2.268   0.300   2.568  14.011
2017 191 26190  -1836969.430   6065616.917   -716257.922     -0.387   2.268   0.300   2.568  14.010
2017 191 26220  -1836969.430   6065616.918   -716257.922     -0.961   2.268   0.300   2.568  14.010
2017 191 26250  -1836969.430   6065616.918   -716257.922     -0.475   2.268   0.300   2.568  14.009
2017 191 26280  -1836969.430   6065616.918   -716257.922     -0.243   2.268   0.300   2.568  14.006
2017 191 26310  -1836969.430   6065616.918   -716257.922     -0.133   2.268   0.300   2.568  14.004
2017 191 26340  -1836969.430   6065616.918   -716257.922     -0.037   2.268   0.300   2.568  14.002
2017 191 26370  -1836969.430   6065616.918   -716257.922      0.163   2.268   0.300   2.567  14.002
2017 191 26400  -1836969.430   6065616.918   -716257.922     -0.247   2.268   0.299   2.567  14.000
2017 191 26430  -1836969.429   6065616.918   -716257.922     -0.442   2.268   0.299   2.567  13.999
2017 191 26460  -1836969.429   6065616.918   -716257.922     -0.159   2.268   0.299   2.567  13.999
2017 191 26490  -1836969.429   6065616.918   -716257.922     -0.202   2.268   0.299   2.567  13.999
2017 191 26520  -1836969.429   6065616.918   -716257.922     -0.324   2.268   0.299   2.567  13.998
2017 191 26550  -1836969.429   6065616.918   -716257.922     -0.381   2.268   0.299   2.567  13.998
2017 191 26580  -1836969.429   6065616.918   -716257.922     -0.775   2.268   0.299   2.567  13.998
2017 191 26610  -1836969.429   6065616.918   -716257.922     -0.908   2.268   0.299   2.567  13.997
2017 191 26640  -1836969.429   6065616.918   -716257.922     -0.533   2.268   0.299   2.567  13.997
2017 191 26670  -1836969.429   6065616.919   -716257.922     -0.576   2.268   0.299   2.567  13.997
2017 191 26700  -1836969.429   6065616.919   -716257.922     -0.115   2.268   0.299   2.567  13.996
2017 191 26730  -1836969.429   6065616.919   -716257.922     -0.364   2.268   0.299   2.566  13.998
2017 191 26760  -1836969.429   6065616.919   -716257.922     -0.619   2.268   0.299   2.566  13.999
2017 191 26790  -1836969.429   6065616.919   -716257.922     -0.252   2.268   0.299   2.567  14.000
2017 191 26820  -1836969.429   6065616.919   -716257.922      0.008   2.268   0.299   2.567  13.999
2017 191 26850  -1836969.429   6065616.919   -716257.922     -0.206   2.268   0.299   2.567  13.999
2017 191 26880  -1836969.429   6065616.919   -716257.922     -0.497   2.268   0.299   2.567  13.998
2017 191 26910  -1836969.429   6065616.919   -716257.922     -0.191   2.268   0.299   2.567  13.998
2017 191 26940  -1836969.429   6065616.919   -716257.922     -0.256   2.268   0.299   2.567  13.997
2017 191 26970  -1836969.429   6065616.919   -716257.922     -0.159   2.268   0.299   2.567  13.996
2017 191 27000  -1836969.429   6065616.919   -716257.922     -0.335   2.268   0.299   2.567  13.997
2017 191 27030  -1836969.429   6065616.920   -716257.922     -0.174   2.268   0.299   2.567  13.998
2017 191 27060  -1836969.429   6065616.920   -716257.922     -0.339   2.268   0.299   2.567  13.998
2017 191 27090  -1836969.429   6065616.920   -716257.922     -0.829   2.268   0.300   2.567  13.997
2017 191 27120  -1836969.429   6065616.920   -716257.922     -0.414   2.268   0.300   2.567  13.996
2017 191 27150  -1836969.429   6065616.920   -716257.922     -0.365   2.268   0.300   2.567  13.996
2017 191 27180  -1836969.429   6065616.920   -716257.922     -0.409   2.268   0.300   2.567  13.994
2017 191 27210  -1836969.429   6065616.920   -716257.922     -0.700   2.268   0.300   2.567  13.994
2017 191 27240  -1836969.429   6065616.920   -716257.922     -0.637   2.268   0.299   2.567  13.992
2017 191 27270  -1836969.428   6065616.920   -716257.922     -0.551   2.268   0.299   2.567  13.991
2017 191 27300  -1836969.428   6065616.920   -716257.922     -0.260   2.268   0.299   2.567  13.991
2017 191 27330  -1836969.428   6065616.920   -716257.922     -0.309   2.268   0.299   2.567  13.990
2017 191 27360  -1836969.428   6065616.920   -716257.922     -0.598   2.268   0.299   2.567  13.991
2017 191 27390  -1836969.428   6065616.920   -716257.922     -0.125   2.268   0.299   2.567  13.990
2017 191 27420  -1836969.428   6065616.920   -716257.922     -0.230   2.268   0.299   2.567  13.990
2017 191 27450  -1836969.428   6065616.920   -716257.922     -0.470   2.268   0.299   2.567  13.989
2017 191 27480  -1836969.428   6065616.920   -716257.922     -0.254   2.268   0.299   2.566  13.988
2017 191 27510  -1836969.428   6065616.920   -716257.922     -0.582   2.268   0.299   2.566  13.987
2017 191 27540  -1836969.428   6065616.920   -716257.922     -0.469   2.268   0.299   2.566  13.988
2017 191 27570  -1836969.428   6065616.920   -716257.922     -0.219   2.268   0.299   2.566  13.987
2017 191 27600  -1836969.428   6065616.920   -716257.922     -1.048   2.268   0.299   2.567  13.986
2017 191 27630  -1836969.428   6065616.920   -716257.922     -0.758   2.268   0.299   2.567  13.985
2017 191 27660  -1836969.428   6065616.920   -716257.922      0.924   2.268   0.299   2.567  13.983
2017 191 27690  -1836969.428   6065616.920   -716257.922     -1.403   2.268   0.299   2.567  13.982
2017 191 27720  -1836969.428   6065616.920   -716257.922     -0.420   2.268   0.299   2.567  13.980
2017 191 27750  -1836969.428   6065616.920   -716257.922     -1.020   2.268   0.299   2.567  13.979
2017 191 27780  -1836969.428   6065616.920   -716257.922     -1.395   2.268   0.300   2.567  13.978
2017 191 27810  -1836969.428   6065616.920   -716257.922     -0.248   2.268   0.300   2.568  13.976
2017 191 27840  -1836969.428   6065616.920   -716257.923     -0.800   2.268   0.300   2.568  13.975
2017 191 27870  -1836969.428   6065616.920   -716257.923     -1.143   2.268   0.300   2.568  13.973
2017 191 27900  -1836969.428   6065616.920   -716257.923     -0.963   2.268   0.301   2.568  13.973
2017 191 27930  -1836969.428   6065616.920   -716257.922     -0.510   2.268   0.301   2.568  13.974
2017 191 27960  -1836969.428   6065616.920   -716257.922     -0.537   2.268   0.301   2.569  13.974
2017 191 27990  -1836969.428   6065616.920   -716257.922     -0.960   2.268   0.301   2.569  13.974
2017 191 28020  -1836969.428   6065616.920   -716257.922     -0.650   2.268   0.301   2.569  13.973
2017 191 28050  -1836969.428   6065616.920   -716257.922     -0.762   2.268   0.302   2.569  13.972
2017 191 28080  -1836969.428   6065616.920   -716257.922     -0.729   2.268   0.302   2.569  13.971
2017 191 28110  -1836969.428   6065616.920   -716257.922     -0.881   2.268   0.302   2.569  13.969
2017 191 28140  -1836969.428   6065616.920   -716257.922     -0.928   2.268   0.302   2.569  13.969
2017 191 28170  -1836969.428   6065616.920   -716257.922      0.141   2.268   0.301   2.569  13.969
2017 191 28200  -1836969.428   6065616.920   -716257.922     -1.198   2.268   0.301   2.569  13.969
2017 191 28230  -1836969.428   6065616.920   -716257.922     -1.264   2.268   0.301   2.569  13.969
2017 191 28260  -1836969.428   6065616.920   -716257.922     -0.633   2.268   0.301   2.569  13.967
2017 191 28290  -1836969.428   6065616.920   -716257.922     -0.730   2.268   0.301   2.569  13.968
2017 191 28320  -1836969.428   6065616.920   -716257.922     -0.992   2.268   0.301   2.569  13.968
2017 191 28350  -1836969.428   6065616.920   -716257.923     -0.780   2.268   0.301   2.569  13.968
2017 191 28380  -1836969.428   6065616.920   -716257.922     -0.733   2.268   0.301   2.569  13.968
2017 191 28410  -1836969.428   6065616.920   -716257.922     -0.814   2.268   0.301   2.569  13.967
2017 191 28440  -1836969.427   6065616.920   -716257.922     -0.851   2.268   0.301   2.569  13.966
2017 191 28470  -1836969.427   6065616.920   -716257.922     -0.853   2.268   0.301   2.569  13.965
2017 191 28500  -1836969.427   6065616.920   -716257.922     -0.449   2.268   0.301   2.569  13.963
2017 191 28530  -1836969.427   6065616.920   -716257.923     -0.283   2.268   0.301   2.569  13.961
2017 191 28560  -1836969.427   6065616.920   -716257.923     -0.716   2.268   0.301   2.568  13.959
2017 191 28590  -1836969.427   6065616.920   -716257.923     -0.444   2.268   0.301   2.568  13.958
2017 191 28620  -1836969.427   6065616.920   -716257.923     -0.768   2.268   0.300   2.568  13.958
2017 191 28650  -1836969.427   6065616.920   -716257.923     -0.392   2.268   0.300   2.568  13.956
2017 191 28680  -1836969.427   6065616.920   -716257.923     -0.370   2.268   0.300   2.568  13.955
2017 191 28710  -1836969.427   6065616.920   -716257.923     -0.237   2.268   0.300   2.567  13.954
2017 191 28740  -1836969.427   6065616.920   -716257.923     -0.463   2.268   0.299   2.567  13.954
2017 191 28770  -1836969.427   6065616.920   -716257.923     -0.111   2.268   0.299   2.567  13.954
2017 191 28800  -1836969.427   6065616.920   -716257.923     -0.455   2.268   0.299   2.567  13.955
2017 191 28830  -1836969.427   6065616.920   -716257.923     -0.128   2.268   0.299   2.566  13.957
2017 191 28860  -1836969.426   6065616.920   -716257.923      0.037   2.268   0.298   2.566  13.957
2017 191 28890  -1836969.426   6065616.920   -716257.923     -0.025   2.268   0.298   2.566  13.958
2017 191 28920  -1836969.426   6065616.920   -716257.923      0.119   2.268   0.298   2.565  13.957
2017 191 28950  -1836969.426   6065616.920   -716257.923      0.327   2.268   0.297   2.565  13.955
2017 191 28980  -1836969.426   6065616.920   -716257.923      0.037   2.268   0.297   2.565  13.954
2017 191 29010  -1836969.426   6065616.920   -716257.923     -0.181   2.268   0.297   2.565  13.953
2017 191 29040  -1836969.426   6065616.920   -716257.923     -0.421   2.268   0.297   2.565  13.952
2017 191 29070  -1836969.426   6065616.920   -716257.923     -0.511   2.268   0.297   2.564  13.952
2017 191 29100  -1836969.426   6065616.920   -716257.923     -0.151   2.268   0.296   2.564  13.951
2017 191 29130  -1836969.426   6065616.920   -716257.923     -0.163   2.268   0.296   2.564  13.951
2017 191 29160  -1836969.426   6065616.920   -716257.922     -1.044   2.268   0.296   2.563  13.950
2017 191 29190  -1836969.426   6065616.921   -716257.922     -0.504   2.268   0.295   2.563  13.949
2017 191 29220  -1836969.426   6065616.921   -716257.922     -1.618   2.268   0.295   2.563  13.949
2017 191 29250  -1836969.425   6065616.921   -716257.922      0.175   2.268   0.295   2.563  13.949
2017 191 29280  -1836969.425   6065616.921   -716257.922      0.908   2.268   0.294   2.562  13.948
2017 191 29310  -1836969.425   6065616.921   -716257.922      0.244   2.268   0.294   2.562  13.948
2017 191 29340  -1836969.425   6065616.921   -716257.922      0.242   2.268   0.294   2.562  13.947
2017 191 29370  -1836969.425   6065616.921   -716257.922      0.292   2.268   0.294   2.561  13.946
2017 191 29400  -1836969.425   6065616.921   -716257.922     -0.130   2.268   0.293   2.561  13.945
2017 191 29430  -1836969.425   6065616.921   -716257.923     -0.142   2.268   0.293   2.560  13.945
2017 191 29460  -1836969.425   6065616.921   -716257.923     -0.448   2.268   0.292   2.560  13.945
2017 191 29490  -1836969.425   6065616.921   -716257.923     -0.096   2.268   0.292   2.560  13.944
2017 191 29520  -1836969.425   6065616.921   -716257.923     -0.239   2.268   0.292   2.560  13.944
2017 191 29550  -1836969.425   6065616.921   -716257.923      0.661   2.268   0.291   2.559  13.944
2017 191 29580  -1836969.425   6065616.922   -716257.923      0.720   2.268   0.291   2.559  13.943
2017 191 29610  -1836969.425   6065616.922   -716257.923      0.568   2.268   0.291   2.559  13.944
2017 191 29640  -1836969.425   6065616.922   -716257.923      0.558   2.268   0.291   2.559  13.945
2017 191 29670  -1836969.425   6065616.922   -716257.923      0.749   2.268   0.291   2.559  13.944
2017 191 29700  -1836969.425   6065616.922   -716257.923      0.652   2.268   0.291   2.559  13.943
2017 191 29730  -1836969.425   6065616.922   -716257.923      0.490   2.268   0.291   2.559  13.941
2017 191 29760  -1836969.425   6065616.922   -716257.923      0.688   2.268   0.291   2.559  13.940
2017 191 29790  -1836969.425   6065616.922   -716257.923      0.497   2.268   0.291   2.559  13.938
2017 191 29820  -1836969.425   6065616.922   -716257.923      1.210   2.268   0.292   2.559  13.937
2017 191 29850  -1836969.425   6065616.922   -716257.923     -0.224   2.268   0.292   2.559  13.936
2017 191 29880  -1836969.425   6065616.922   -716257.923     -0.607   2.268   0.292   2.560  13.936
2017 191 29910  -1836969.425   6065616.922   -716257.923     -0.754   2.268   0.292   2.560  13.935
2017 191 29940  -1836969.425   6065616.922   -716257.923     -0.839   2.268   0.292   2.560  13.935
2017 191 29970  -1836969.425   6065616.922   -716257.923     -0.601   2.268   0.292   2.560  13.936
2017 191 30000  -1836969.425   6065616.922   -716257.923     -0.388   2.268   0.292   2.560  13.937
2017 191 30030  -1836969.425   6065616.923   -716257.923     -0.108   2.268   0.292   2.559  13.937
2017 191 30060  -1836969.425   6065616.923   -716257.923      0.294   2.268   0.291   2.559  13.937
2017 191 30090  -1836969.425   6065616.923   -716257.923      0.661   2.268   0.291   2.559  13.938
2017 191 30120  -1836969.425   6065616.923   -716257.923      0.457   2.268   0.291   2.558  13.939
2017 191 30150  -1836969.425   6065616.923   -716257.923      0.497   2.268   0.290   2.558  13.940
2017 191 30180  -1836969.425   6065616.923   -716257.923      0.413   2.268   0.290   2.558  13.941
2017 191 30210  -1836969.425   6065616.923   -716257.923      0.291   2.268   0.290   2.557  13.942
2017 191 30240  -1836969.425   6065616.923   -716257.923      0.297   2.268   0.289   2.557  13.941
2017 191 30270  -1836969.425   6065616.924   -716257.923     -0.201   2.268   0.289   2.557  13.942
2017 191 30300  -1836969.425   6065616.924   -716257.923     -0.060   2.268   0.289   2.557  13.941
2017 191 30330  -1836969.425   6065616.924   -716257.923     -0.207   2.268   0.289   2.556  13.940
2017 191 30360  -1836969.425   6065616.924   -716257.923     -0.426   2.268   0.288   2.556  13.939
2017 191 30390  -1836969.425   6065616.924   -716257.923      0.032   2.268   0.288   2.556  13.938
2017 191 30420  -1836969.425   6065616.924   -716257.923     -0.056   2.268   0.288   2.556  13.937
2017 191 30450  -1836969.425   6065616.924   -716257.923     -0.313   2.268   0.288   2.556  13.934
2017 191 30480  -1836969.425   6065616.924   -716257.923      0.057   2.268   0.288   2.555  13.933
2017 191 30510  -1836969.425   6065616.924   -716257.923     -0.316   2.268   0.287   2.555  13.933
2017 191 30540  -1836969.425   6065616.924   -716257.923     -0.368   2.268   0.287   2.555  13.932
2017 191 30570  -1836969.425   6065616.924   -716257.923     -0.605   2.268   0.287   2.554  13.931
2017 191 30600  -1836969.425   6065616.924   -716257.923     -0.547   2.268   0.286   2.554  13.930
